title,type,location,bedroom,bathroom,size_sqm,price
Ground floor apartment 214 m at uptown cairo,Apartment,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",3,3,214,"7,500,000"
Villa 900 M - Mivida View Lake Hot Price,Villa,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,521,"28,000,000"
Duplex for sale Prime Location  in sodic Eastown ,Duplex,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,236,"4,690,000"
apartment Azad with a good price Ready to move,Apartment,"Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,177,"2,414,244"
"APT 200m in Sky Abu Dhabi, dp 250000 INST 10 years",Townhouse,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5,270,"10,500,000"
your fully finished apartment with 10% D.P        ,Apartment,"Sky AD, New Capital Compounds, New Capital City, Cairo",4,3,200,"2,500,000"
Townhouse 210m for sale at Mostakbal City,Apartment,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo",3,3,140,"2,950,000"
Resale Apartment Prime Location At District 5,Townhouse,"The Marq ville, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,210,"3,200,000"
apartment for sale inmivida compound ready to move,Apartment,"District 5 Residences, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3,3,215,"4,725,000"
Townhouse For Sale 152M 4 Bedroom Fully finished,Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,172,"3,042,000"
Apartment For Sale in Mivida Boulevard Pool View,Townhouse,"Monte Napoleone, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",4,5,152,"4,524,000"
Townhouse middle 266m under market price,Townhouse,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,266,"5,200,000"
Apartment for sale 3/4 Finishing in The Square ,Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,190,"1,300,000"
Apartment 128 M With 10 % D. P N Stone Residence .,Apartment,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,162,"2,275,000"
Apartment189M Very Prime Location In Eastown Sodic,Apartment,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,128,"2,400,000"
"For sale in Narges, super lux finishing buildings",Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,235,"3,000,000"
3 Bedrooms|Nany's room|Pool|ready to move,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,189,"5,250,000"
Own your Villa 215M in marQ ville WZ credit 9Y,Apartment,"El Narges Buildings, Al Narges, New Cairo City, Cairo",3,1,135,"1,450,000"
Apartment for sale in villas overlooking garden ,Villa,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,6,560,"13,500,000"
I VILLA corner with garden with installment ,Villa,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8,5,"1,832","3,000,000"
## twon house for sale in new capita 255m##,Apartment,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,218,"7,614,375"
Apartment 190m fully finished for sale at Eastown,Villa,"The Marq ville, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,215,"7,400,000"
Apartment garden For Sale n Uptown Cairo Pool View,Apartment,"Al Haytham mosque, South Investors Area, New Cairo City, Cairo",3,2,160,"1,900,000"
"Apartment 2 bed ready to move , in Palm Hills",iVilla,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,278,"3,300,000"
Apartment 225 M for sale Very prime location  ,Townhouse,"MU-23, Downtown Area, New Capital City, Cairo",3,4,255,"4,975,000"
STANDALONE in Palm Hills Katameya EX.PK2 For Sale,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,190,"2,350,000"
Apartment 148m in Mivida Fully finished prime view,Apartment,"Swan Lake Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,150,"4,800,000"
Finished Apartment with Ac for sale Fifth square,Apartment,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",3,2,218,"8,700,000"
3 bedrooms|7 years install|Ready to move|Disc 12%,Apartment,"Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,148,"1,800,000"
Amazing Quatro Villa at City Gate prime location. ,Apartment,"Midtown, New Capital Compounds, New Capital City, Cairo",3,3,225,"3,500,000"
Apartment in the City Valley new capital 12% off,Apartment,"The City Valley, New Capital Compounds, New Capital City, Cairo",2,2,140,"1,785,000"
For sale 431m El Patio Prime El Shorouk (La Vista),Villa,"Al Patio Prime, El Patio, El Shorouk Compounds, Shorouk City, Cairo",4,4,430,"1,395,000"
apartment for sale inmivida compound ready to move,Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,239,"3,840,000"
Duplex  For Sale In Trio New Cairo 0%DP,Duplex,"Trio Villas, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,155,"4,467,334"
"Special Villa for Sale at palm Hills Katameya, PK1",Villa,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",8,8,746,"11,000,000"
Townhouse with lowest down payment at hyde park . ,Townhouse,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,3,251,"7,952,718"
own now luxury standalone with20%dp only Elsherouk,Villa,"Cleopatra Palace, 5th District, Shorouk City, Cairo",6,6,450,"11,714,000"
Distinctive apartment in Al Narges neighborhood,Apartment,"Aly Sharawy St., Al Narges 5, Al Narges, New Cairo City, Cairo",3,2,210,"2,900,000"
"For sale Apart. 290m in Maadi, Mostafa Kamel Sq",Apartment,"Sarayat Al Maadi, Hay El Maadi, Cairo",4,3,290,"5,800,000"
Twin for sale in Dyar L:500BUE:350for 7.8M,Twin House,"Dyar, Ext North Inves Area, New Cairo City, Cairo",6,5,600,"7,800,000"
Own a unit 175m in Stone Residence New Cairo,Apartment,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,175,"2,600,000"
Apartment for sale in Mountain View iCity Compound,Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,160,"2,300,000"
2 Bedroom Apartment At The Square | New Cairo,Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,160,"1,900,000"
Eastown Sodic Apartment187 Open View Semi Finished,Apartment,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,139,"1,750,000"
3 Bedrooms |nany's room|Garden |ready to move,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,187,"4,800,000"
FOR THE FIRST TIME UNIQUE IVILLA LAGOON VIEW 10%DP,Duplex,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,321,"8,316,775"
bent house ready to move fully finished + ACs,Townhouse,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,245,"4,900,000"
town house corner for sale delivered semi finished,Apartment,"La Verde, New Capital Compounds, New Capital City, Cairo",3,2,155,"2,247,500"
own villa super lux in 2nd district in badr city,Penthouse,"Fifth Square, North Investors Area, New Cairo City, Cairo",4,3,270,"5,200,000"
"For sale apartment in Jasmine6 ,beautiful location",Townhouse,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,160,Ask
Mountain View Hyde Park | Town house | For Sale,Villa,"Badr El Masria, 3rd District, Badr City, Cairo",6,4,558,"4,100,000"
Villa For Sale in Compound Bellagio Prime Location,Apartment,"El Yasmeen 6, El Yasmeen, New Cairo City, Cairo",3,2,193,"2,500,000"
"Ready To Move Apt 4 bedrooms, 10%DP Over 6 Years. ",Townhouse,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,273,"5,780,000"
duplex outer in villette sodic - good locations   ,Villa,"La Vista City, New Capital Compounds, New Capital City, Cairo",4,4,300,"13,620,000"
Hot opportunity-Without over-Very prime location,Duplex,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,298,"7,500,000"
Apartment for sale in Palm hills new Cairo,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,183,"3,035,000"
Apartmnt 171 m 3 bedrooms below market price,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,184,"2,100,000"
Apartment for sale in Trio Compound before my city,Apartment,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,171,"1,800,000"
Mountain View Hyde Park I Villa Garden Prime View,Twin House,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,407,"10,000,000"
Pay10% own apartment 155m and 10years in Dejoya 2,Apartment,"Trio Villas, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,150,"4,395,336"
Apartment 161m in Mountain view hyde park,iVilla,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,278,"5,500,000"
Mivida Crecsent Ground Apartment  3 BEDROOMS 209m,Apartment,"De Joya, New Capital Compounds, New Capital City, Cairo",3,2,155,"2,165,000"
Stand Alone Villa-Prime location-8years Instalment,Apartment,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,161,"2,770,000"
Apartment for sale in Fifth Square Compound,Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,209,"6,600,000"
TWINHOUSE IN CELESTA HILLS FOR SALE - UPTOWN CAIRO,Apartment,"Creek Town, The 1st Settlement, New Cairo City, Cairo",4,3,350,"1,000,000"
penthouse for sale in Lake View Residence 320m,Apartment,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,2,160,"2,900,000"
MV with Basement For Sale in Sodic Villette CORNER,Twin House,"Celesta Hills, Uptown Cairo, Mokattam, Cairo",3,3,310,"13,000,000"
Best price 152m 2nd floor apartment flat for sale*,Penthouse,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,320,"6,300,000"
Twin house 348m ready to move with Ins. - Fifth Sq,Villa,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,4,600,"14,550,000"
apartment in the most luxurious lanscape new capit,Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,110,"2,250,000"
شقة للبيع 185م في كمبوند سكوير بافضل فيو بسعر مميز,Duplex,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5,234,"5,800,000"
Apartment For Sale 133M In Mountain view Hyde Park,Apartment,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,133,"2,300,000"
Apartment in Lake View Residence With Installments,Apartment,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,204,"3,300,000"
Finished Flat 177 SQM In Azad New Cairo Behind Auc,Apartment,"Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,177,"4,400,000"
"lake view under market price villa930m new cairo,",Villa,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,930,"32,000,000"
Twin house Landscape view and best price.,Villa,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7,7,385,"7,000,000"
Standalone(LV) with amazing view in Villette sodic,Villa,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6,7,760,"17,500,000"
3 bedrooms|Dressing|3 Terrace|Installover 10 years,Apartment,"Tag Sultan, Ring Road, Cairo",3,3,195,"3,895,322"
Apartment ready to move 150D.p over 8years,Apartment,"District 5 Residences, El Katameya Compounds, El Katameya, New Cairo City, Cairo",2,2,136,"3,300,000"
"For sale villa in Madinaty, prime location",Villa,"Madinaty, Cairo",4,4,360,"11,500,000"
Penthouse apartment for sale with the best view,Penthouse,"Abbas Al Akkad St., 1st Zone, Nasr City, Cairo",4,4,630,"5,100,000"
"Villa for Sale West Golf 5th Settlement 1st Res,",Villa,"West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",6,5,805,"35,000,000"
Penthouse fully finished direct on lake ,Duplex,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,317,"8,500,000"
Arabella Park Super Lux 1050 sqm Villa for Sale,Penthouse,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,245,"5,500,000"
"I Villa Roof corner prime location, best price",Villa,"Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,820,"30,000,000"
Apartment for sale in District 5 Compound,Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,212,"3,500,000"
Twin house villa for sale in Cairo festival city,iVilla,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,305,"4,500,000"
;HOT DEAL; best price villa in kattameya heights ,Apartment,"District 5 Residences, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3,3,160,"3,759,000"
villa with unique location and attractive price ,Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,191,"4,970,000"
Twin house for sale in Mivida  Golden Square. 415m,Townhouse,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",4,4,297,"11,500,000"
Apartment 175M at Stone residence view landscape ,Twin House,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",4,4,450,"12,500,000"
apartment with 15% down payment near AUC,Villa,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",5,5,"1,700","70,000,000"
Town House In La Vista City With Installments,Townhouse,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5,243,Ask
STANDALONE in Palm Hills Katameya EX.PK2 For Sale,Villa,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,377,"2,249,100"
3 bedrooms|7 years install|Ready to move|Disc 12%,Townhouse,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,257,"7,260,000"
Townhouse 255 M2 For Sale At City Gate New Cairo.,Villa,"La Vista City, New Capital Compounds, New Capital City, Cairo",5,4,230,"7,500,000"
distinctive apartment 164M+GARDEN In El Patio Oro ,Duplex,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,298,"7,500,000"
Villa For Sale in Compound Layan prime location ,Villa,"Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,400,"10,550,000"
Standalone For Sale- Mivida Under Market Price391m,Apartment,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4,4,340,"7,000,000"
I villa roof A for sale in Mountain view hyde park,Apartment,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,152,"2,584,801"
 APT for Sale 3Bedrooms in Mivida – New Cairo ,Townhouse,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,255,"5,700,000"
2Br Apartment for sale in Azad compound with 10%Dp,Apartment,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,164,"3,500,000"
Very Amazing Twinhouse+Prime Location+Open view,Villa,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5,720,"10,000,000"
Standalone Villa for Sale Moon Valley 90 Street,Villa,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,4,391,"17,000,000"
  Apartment for sale in Eastown Under market price,Townhouse,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,270,"6,400,000"
Boulevard|Mivida | Emaar | Installments| Apartment,iVilla,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,300,"5,040,000"
Villa for sale in palm hills new cairo- best price,Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,"5,800,000"
s apartment 110 m in the the icon new cairo,Apartment,"Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,1,99,"3,450,000"
duplex for sale at porto newcairo at 5th sett 143m,Twin House,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5,325,"12,000,000"
"Villa in Palm Hills, prime location hot price",Villa,"Moon Valley, South Investors Area, New Cairo City, Cairo",6,4,560,"15,000,000"
Very Amazing Twinhouse+Prime Location+Open view,Twin House,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5,325,"12,000,000"
Standalone Villa for Sale Moon Valley 90 Street,Villa,"Moon Valley, South Investors Area, New Cairo City, Cairo",6,4,560,"15,000,000"
